comment_ratio,file
0.145,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\QueryFolder.java
0.039,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\QueryTranslator.java
0.158,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\SqlTranslatorHandler.java
0.071,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\Verifier.java
0.304,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\BasicFormatter.java
0.146,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlAsyncDeleteResultsAction.java
0.107,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlAsyncGetResultsAction.java
0.15,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlAsyncGetStatusAction.java
0.091,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlClearCursorAction.java
0.086,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlQueryAction.java
0.158,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlStatsAction.java
0.176,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\RestSqlTranslateAction.java
0.286,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlAsyncGetResultsAction.java
0.286,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlAsyncGetStatusAction.java
0.4,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlLicenseChecker.java
0.211,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlMediaTypeParser.java
0.136,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlPainlessExtension.java
0.066,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlPlugin.java
0.127,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlResponseListener.java
0.3,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlStatsAction.java
0.143,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlStatsRequest.java
0.063,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\SqlStatsResponse.java
0.143,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TextFormat.java
0.25,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\Transports.java
0.118,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TransportSqlAsyncGetResultsAction.java
0.12,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TransportSqlAsyncGetStatusAction.java
0.105,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TransportSqlClearCursorAction.java
0.059,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TransportSqlQueryAction.java
0.122,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TransportSqlStatsAction.java
0.099,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\plugin\TransportSqlTranslateAction.java
0.099,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\AbstractRowSet.java
0.294,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\Cursor.java
0.145,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\Cursors.java
0.153,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\EmptyCursor.java
0.103,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\EmptyExecutable.java
0.149,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\EmptyRowSet.java
0.286,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\Executable.java
0.076,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\ListCursor.java
0.088,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\ListRowSet.java
0.102,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\Rows.java
0.355,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\RowSet.java
0.206,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\RowView.java
0.52,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\SchemaRowSet.java
0.5,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\Session.java
0.125,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\SingletonExecutable.java
0.157,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\SingletonRowSet.java
0.05,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\SqlConfiguration.java
0.3,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\SqlExecutable.java
0.044,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\session\SqlSession.java
0.222,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\stats\FeatureMetric.java
0.213,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\stats\Metrics.java
0.14,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\stats\QueryMetric.java
0.167,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\type\ExtTypes.java
0.048,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\type\SqlDataTypeConverter.java
0.103,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\type\SqlDataTypeRegistry.java
0.091,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\type\SqlDataTypes.java
0.204,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\util\Check.java
0.155,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\util\DateUtils.java
